,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,pemangkat,1.1667,108.9667,77.81,88,98,4.0,ID,1701984960
279,vryburg,-26.9566,24.7284,75.72,16,93,7.29,ZA,1701984960
280,muang phon-hong,18.4928,102.4172,68.14,91,28,1.1,LA,1701984960
281,usogorsk,63.4106,48.6872,-21.33,99,13,1.07,RU,1701984960
282,general pinedo,-27.3167,-61.2833,79.75,55,3,7.9,AR,1701984960
283,tolanaro,-25.0319,46.9987,71.67,94,75,11.5,MG,1701984960
284,isabela,6.7085,121.9711,77.05,83,100,3.09,PH,1701984961
285,uturoa,-16.7333,-151.4333,80.4,80,67,11.14,PF,1701984961
286,thurso,58.5927,-3.5259,44.85,95,100,38.45,GB,1701984961
287,coyhaique,-45.5752,-72.0662,77.61,38,20,9.22,CL,1701984961
288,colonia,50.9333,6.95,37.74,83,0,12.66,DE,1701984962
289,jiuquan,39.7432,98.5174,29.5,38,76,4.41,CN,1701984962
290,luena,-11.7833,19.9167,66.38,88,0,3.44,AO,1701984962
291,qarazhal,48.0078,70.7903,8.31,54,88,13.0,KZ,1701984962
292,trail,49.0998,-117.7022,46.69,81,100,2.35,CA,1701984963
293,la passe,45.5549,-0.8967,54.01,94,100,7.56,FR,1701984963
294,al kharijah,25.4514,30.5464,61.16,46,1,7.36,EG,1701984963
295,nadi,-17.8,177.4167,86.0,58,40,8.05,FJ,1701984687
296,roma,43.2128,-75.4557,35.08,94,100,5.01,US,1701984963
297,johi,26.6921,67.6133,64.49,26,0,4.0,PK,1701984964
298,ryki,51.6257,21.9327,25.9,94,87,7.2,PL,1701984964
299,tchintabaraden,15.8969,5.7985,71.46,15,41,7.36,NE,1701984964
300,mandera,3.9366,41.867,82.42,39,0,6.2,KE,1701984964
301,lugoba,-6.45,38.3333,72.88,98,96,2.73,TZ,1701984964
302,cidreira,-30.1811,-50.2056,72.41,93,100,5.41,BR,1701984965
303,barcelos,41.5388,-8.6151,59.14,92,62,6.67,PT,1701984965
304,paita,-5.0892,-81.1144,72.52,76,27,13.73,PE,1701984965
305,kasangulu,-4.5911,15.1708,81.48,97,100,1.07,CD,1701984965
306,castillos,-34.1667,-53.8333,62.35,77,37,14.61,UY,1701984804
307,el bordo,2.117,-76.9821,75.94,83,81,2.13,CO,1701984966
308,palmer,42.1584,-72.3287,33.35,64,75,5.75,US,1701984694
309,maryville,35.7565,-83.9705,57.45,32,20,12.66,US,1701984949
310,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,13.8,EC,1701984966
311,ugoofaaru,5.6667,73.0,83.23,78,100,24.74,MV,1701984967
312,remire-montjoly,4.9167,-52.2667,82.44,83,75,9.22,GF,1701984967
313,markaz-e woluswali-ye achin,34.1258,70.7078,50.81,30,97,1.3,AF,1701984967
314,taylor,32.3001,-99.8337,73.42,52,0,21.85,US,1701984967
315,slyudyanka,51.6594,103.7061,-4.43,91,100,3.36,RU,1701984967
316,salinas,36.6777,-121.6555,63.0,64,0,10.36,US,1701984968
317,kourou,5.1552,-52.6478,82.45,90,39,8.41,GF,1701984968
318,amursk,50.2261,136.8994,0.93,95,90,10.71,RU,1701984968
319,sao vicente,-23.9631,-46.3919,95.18,56,75,13.8,BR,1701984969
320,kaltan,53.5347,87.2457,-5.93,96,100,2.8,RU,1701984970
321,novomoskovs'k,48.6167,35.2,30.33,89,100,15.86,UA,1701984970
322,gadzhiyevo,69.2551,33.3362,7.11,95,94,14.97,RU,1701984971
323,sisimiut,66.9395,-53.6735,23.0,70,100,6.87,GL,1701984971
324,daru,-9.0763,143.2092,81.39,73,86,7.4,PG,1701984971
325,kiruna,67.8557,20.2251,7.72,92,100,0.0,SE,1701984971
326,saipan,15.1355,145.701,81.3,83,40,12.66,MP,1701984971
327,khash,28.2211,61.2158,49.73,21,0,1.59,IR,1701984972
328,ishim,56.1128,69.4902,-23.96,97,8,5.99,RU,1701984972
329,jayapura,-2.5333,140.7,78.19,84,100,6.73,ID,1701984781
330,brisas de zicatela,15.8369,-97.0419,86.52,54,20,4.61,MX,1701984972
331,greenville,35.6127,-77.3663,51.96,46,0,6.91,US,1701984700
332,acapetahua,15.2833,-92.7,85.82,58,37,4.65,MX,1701984973
333,merizo village,13.2658,144.6691,82.13,85,100,17.69,GU,1701984973
334,zhuanghe,39.7008,122.9911,42.82,97,51,4.34,CN,1701984973
335,brookings,44.3114,-96.7984,60.8,46,0,14.97,US,1701984973
336,dhi as sufal,13.8345,44.1147,57.79,75,6,3.53,YE,1701984974
337,khovd,48.0056,91.6419,12.13,55,2,0.94,MN,1701984974
338,tarija,-21.5355,-64.7296,66.11,82,75,4.61,BO,1701984974
339,bengkulu,-3.8004,102.2655,74.68,93,100,3.91,ID,1701984974
340,college,64.8569,-147.8028,1.38,79,40,8.05,US,1701984974
341,ulsteinvik,62.3432,5.8487,34.3,78,2,8.99,NO,1701984975
342,kavaratti,10.5669,72.642,82.56,68,81,5.88,IN,1701984975
343,as sulayyil,20.4607,45.5779,61.05,30,18,5.73,SA,1701984975
344,tanabe,33.7333,135.3667,45.03,64,0,6.35,JP,1701984975
345,tazacorte,28.629,-17.9293,68.97,82,40,8.05,ES,1701984975
346,patacamaya,-17.2333,-67.9167,57.07,54,67,18.63,BO,1701984976
347,fruit cove,30.1111,-81.6418,65.41,55,75,5.75,US,1701984976
348,belle fourche,44.6714,-103.8522,58.51,60,79,20.87,US,1701984976
349,ad dilam,23.9915,47.1627,63.01,18,0,3.58,SA,1701984976
350,xai-xai,-25.0519,33.6442,71.15,90,22,6.08,MZ,1701984976
351,lincoln city,44.9582,-124.0179,50.9,87,100,14.0,US,1701984775
352,kinkala,-4.3614,14.7644,71.1,95,100,3.02,CG,1701984977
353,ta'izz,13.5,44.0,61.38,78,4,6.24,YE,1701984977
354,galliano,29.4422,-90.2992,66.2,52,0,0.0,US,1701984977
355,rumbek,6.802,29.6912,81.05,31,1,3.49,SS,1701984977
356,lebu,-37.6167,-73.65,58.05,80,2,15.77,CL,1701984977
357,puerto deseado,-47.7503,-65.8938,52.81,62,0,9.24,AR,1701984978
358,callao,-12.0667,-77.15,71.89,68,20,9.22,PE,1701984978
359,dzuunmod,48.2199,97.3744,-5.78,94,100,4.41,MN,1701984978
360,moose jaw,50.4001,-105.5344,35.87,93,100,19.57,CA,1701984938
361,novodvinsk,64.4165,40.8122,-15.21,97,49,3.96,RU,1701984978
362,muscat,23.6139,58.5922,68.02,41,0,1.54,OM,1701984970
363,santo antonio,-6.3106,-35.4789,77.81,76,61,13.0,BR,1701984979
364,nemuro,43.3236,145.575,33.15,61,68,26.82,JP,1701984979
365,burang,30.25,81.1667,7.32,54,0,4.38,CN,1701984979
366,port alfred,-33.5906,26.891,68.18,94,23,1.01,ZA,1701984979
367,nogliki,51.8333,143.1667,26.35,96,100,11.99,RU,1701984980
368,queenstown,-31.8976,26.8753,65.25,61,67,1.88,ZA,1701984980
369,carnforth,54.1167,-2.7667,45.59,94,99,7.0,GB,1701984980
370,walvis bay,-22.9575,14.5053,62.1,84,3,11.59,NA,1701984980
371,alaghsas,17.0187,8.0168,71.31,14,26,8.05,NE,1701984980
372,trairi,-3.2778,-39.2689,80.22,77,8,12.17,BR,1701984770
373,krasnyy chikoy,50.3643,108.7512,-4.94,85,100,11.43,RU,1701984981
374,shchuchinsk,52.9333,70.2,-27.18,99,56,5.23,KZ,1701984981
375,sinabang,2.4803,96.3801,78.91,84,100,0.47,ID,1701984981
376,betio village,1.358,172.9211,80.64,80,100,15.59,KI,1701984981
377,caleta de carquin,-11.0925,-77.6267,70.86,77,36,10.31,PE,1701984982
378,awjilah,29.1081,21.2869,63.46,30,100,7.2,LY,1701984982
379,osmanabad,18.1667,76.05,65.39,87,38,10.67,IN,1701984982
380,inarajan village,13.2736,144.7484,82.54,85,100,17.52,GU,1701984982
381,moab,38.5733,-109.5498,60.62,29,23,10.07,US,1701984982
382,peniche,39.3558,-9.3811,61.29,96,47,14.79,PT,1701984982
383,anloga,5.7947,0.8973,82.4,79,100,11.79,GH,1701984983
384,bogale,16.2833,95.4,75.7,91,60,2.37,MM,1701984983
385,zaraza,9.3503,-65.3245,79.84,72,100,7.81,VE,1701984983
386,zemio,5.0314,25.1361,71.98,83,61,3.13,CF,1701984983
387,novomykolayivka,47.9781,35.9102,30.79,87,100,17.69,UA,1701984983
388,paimpol,48.7784,-3.0438,53.24,88,100,14.54,FR,1701984983
389,batang,-6.4846,110.7083,79.41,83,100,5.68,ID,1701984984
390,itoman,26.1247,127.6694,62.62,72,20,8.05,JP,1701984984
391,gubakha,58.8386,57.5532,-32.84,100,26,1.59,RU,1701984984
392,ipora,-16.4419,-51.1178,86.0,31,75,4.83,BR,1701984985
393,golere,16.2557,-14.1017,83.14,12,64,9.57,SN,1701984985
394,shingu,33.7333,135.9833,43.11,65,0,5.06,JP,1701984985
395,pacasmayo,-7.4006,-79.5714,71.56,76,22,12.33,PE,1701984985
396,ballina,-28.8667,153.5667,77.09,68,1,0.78,AU,1701984985
397,benito juarez,19.385,-99.165,66.83,63,100,6.91,MX,1701984985
398,kharp,66.8014,65.8081,-11.15,89,100,11.79,RU,1701984986
399,tha khanon,9.0302,98.9529,80.28,93,94,2.19,TH,1701984986
400,severo-yeniseyskiy,60.3725,93.0408,-25.42,93,97,3.0,RU,1701984986
401,zaozhuang,34.8647,117.5542,48.63,65,0,5.39,CN,1701984986
402,liffre,48.2132,-1.5084,45.68,97,100,8.1,FR,1701984987
403,zaragoza,41.6561,-0.8773,60.48,85,75,6.91,ES,1701984818
404,gharavuti,37.5672,68.4469,45.25,32,100,1.1,TJ,1701984987
405,balaklava,44.5,33.6,48.38,75,100,5.08,UA,1701984987
406,vilyuchinsk,52.9306,158.4028,19.92,79,100,3.8,RU,1701984987
407,chibougamau,49.9168,-74.3659,4.62,85,0,2.3,CA,1701984987
408,sydney,-33.8679,151.2073,81.95,71,0,9.22,AU,1701984971
409,boende,-0.2167,20.8667,71.33,97,51,2.15,CD,1701984988
410,i-n-salah,27.1935,2.4607,65.03,33,51,11.14,DZ,1701984988
411,gizo,-8.103,156.8419,83.1,79,97,15.66,SB,1701984988
412,morehead city,34.7229,-76.726,55.4,60,0,8.05,US,1701984713
413,nagqu,31.5,92.0,16.2,85,100,3.2,CN,1701984989
414,hilo,19.7297,-155.09,80.33,75,75,13.8,US,1701984989
415,flin flon,54.7682,-101.865,28.24,93,100,3.44,CA,1701984989
416,kingston,17.997,-76.7936,86.95,62,40,4.61,JM,1701984989
417,buala,-8.145,159.5921,82.63,81,99,12.37,SB,1701984989
418,schuyler,42.4167,-76.883,37.78,89,100,7.0,US,1701984990
419,menongue,-14.6585,17.691,64.58,89,83,2.71,AO,1701984990
420,oliver,49.1831,-119.5524,41.25,93,100,1.14,CA,1701984913
421,hekimhan,38.818,37.9312,43.32,94,100,4.92,TR,1701984990
422,rodnikovskaya,44.7644,40.6656,40.6,94,100,16.37,RU,1701984990
423,naze,28.3667,129.4833,52.72,64,0,0.56,JP,1701984991
424,thunder bay,48.4001,-89.3168,35.58,80,75,6.91,CA,1701984931
425,tegueste,28.5167,-16.3167,62.08,87,20,7.0,ES,1701984991
426,vernon,50.2581,-119.2691,43.75,85,98,2.3,CA,1701984773
427,qui nhon,13.7667,109.2333,72.72,91,84,9.22,VN,1701984743
428,dakhla,23.6848,-15.958,68.02,83,80,21.85,EH,1701984992
429,westport,41.1415,-73.3579,39.33,67,100,9.22,US,1701984992
430,den helder,52.9599,4.7593,37.38,84,75,18.01,NL,1701984785
431,karratha,-20.7377,116.8463,85.08,29,3,12.33,AU,1701984992
432,tabou,4.423,-7.3528,80.26,79,22,7.56,CI,1701984992
433,cerro de ortega,18.75,-103.7667,85.37,56,37,6.35,MX,1701984992
434,la'ie,21.6477,-157.9253,83.61,63,20,4.0,US,1701984992
435,yonggwang-up,40.0183,127.4547,36.0,65,4,3.87,KP,1701984993
436,santa cruz,-17.8,-63.1667,93.25,52,40,14.97,BO,1701984993
437,ketchikan,55.3422,-131.6461,39.67,87,100,0.0,US,1701984993
438,pimentel,-6.8367,-79.9342,75.49,69,0,23.02,PE,1701984993
439,pyapon,16.2833,95.6833,76.1,89,37,2.86,MM,1701984994
440,saint-francois,46.4154,3.9054,41.65,88,100,4.61,FR,1701984995
441,san luis de la loma,17.2706,-100.8939,84.18,64,79,3.11,MX,1701984995
442,dwarka,22.2394,68.9678,73.45,54,0,9.78,IN,1701984995
443,igarka,67.4667,86.5833,-15.3,97,100,7.29,RU,1701984995
444,nolinsk,57.5596,49.9363,-24.68,100,13,2.95,RU,1701984995
445,pechora,65.1472,57.2244,-8.28,99,100,4.09,RU,1701984996
446,shahrak,34.1074,64.3052,32.95,29,35,3.4,AF,1701984996
447,karachev,53.1229,34.9852,12.25,94,100,10.22,RU,1701984996
448,camacupa,-12.0167,17.4833,62.01,94,100,0.65,AO,1701984996
449,mukalla,14.5425,49.1242,73.76,71,19,4.18,YE,1701984996
450,abaza,52.655,90.0928,4.28,86,100,5.7,RU,1701984997
451,haiku-pauwela,20.9219,-156.3051,81.18,60,40,6.91,US,1701984997
452,ankazoabo,-22.2833,44.5167,75.79,61,35,4.76,MG,1701984997
453,zagora,30.3484,-5.8365,62.82,35,100,2.33,MA,1701984997
454,lata,40.1629,-8.3327,57.07,97,68,5.91,PT,1701984998
455,envira,-7.3,-70.2167,77.31,95,75,2.75,BR,1701984998
456,freetown,8.484,-13.2299,80.1,79,1,7.61,SL,1701984998
457,saint-pierre,-21.3393,55.4781,77.58,88,100,3.44,RE,1701984837
458,uliastay,47.7417,96.8444,-4.27,94,68,5.66,MN,1701984998
459,undurkhaan,47.3194,110.6556,2.93,80,86,6.15,MN,1701984999
460,limbdi,22.5667,71.8,68.72,49,0,8.01,IN,1701984999
461,dossor,47.5272,52.9811,27.79,53,100,11.25,KZ,1701984999
462,cabedelo,-6.9811,-34.8339,83.07,75,96,12.19,BR,1701984910
463,sirte,31.2089,16.5887,65.84,55,61,15.05,LY,1701985000
464,coishco,-9.0231,-78.6156,70.27,78,54,9.53,PE,1701985000
465,rabo de peixe,37.8,-25.5833,63.99,99,75,11.5,PT,1701985000
466,timbuktu,16.7735,-3.0074,77.16,13,56,11.12,ML,1701985000
467,gobabis,-22.45,18.9667,81.48,20,81,7.02,NA,1701985000
468,badeggi,9.05,6.15,80.26,23,13,3.83,NG,1701985000
469,kandla,23.0333,70.2167,70.36,45,0,8.7,IN,1701985001
470,praia da vitoria,38.7333,-27.0667,64.76,82,40,20.87,PT,1701985001
471,gaspe,48.8334,-64.4819,25.02,63,75,10.36,CA,1701984827
472,salekhard,66.53,66.6019,-6.99,87,100,8.5,RU,1701984745
473,swellendam,-34.0226,20.4417,64.69,85,1,5.48,ZA,1701985001
474,ar ruways,24.1103,52.7306,72.48,56,0,7.81,AE,1701985001
475,floro,61.5996,5.0328,35.56,69,3,10.36,NO,1701985002
476,adrar,20.5022,-10.0711,68.02,11,25,10.11,MR,1701985002
477,lorengau,-2.0226,147.2712,82.02,83,100,12.24,PG,1701985002
478,quellon,-43.1167,-73.6167,58.42,68,0,10.07,CL,1701985002
479,capinzal,-27.3436,-51.6119,68.9,99,100,1.45,BR,1701985002
480,holualoa,19.6228,-155.9522,79.77,70,75,10.36,US,1701985002
481,tsarevo,42.1667,27.85,43.77,91,100,13.29,BG,1701985002
482,chipata,-13.6333,32.65,70.14,68,100,4.59,ZM,1701985003
483,nishinoomote,30.7333,131.0,59.41,51,0,4.94,JP,1701985003
484,carutapera,-1.195,-46.02,80.22,81,45,8.21,BR,1701985003
485,xilin hot,43.9667,116.0333,34.0,66,52,19.42,CN,1701985003
486,richards bay,-28.783,32.0377,71.26,92,100,16.37,ZA,1701985003
487,luganville,-15.5333,167.1667,79.68,86,100,9.33,VU,1701985003
488,hammerfest,70.6634,23.6821,23.45,63,0,10.36,NO,1701985004
489,puerto san jose,13.9256,-90.8244,84.92,63,1,8.32,GT,1701985004
490,zelenogorskiy,55.0333,87.0,-8.16,96,100,3.83,RU,1701985004
491,ujae,8.9322,165.7642,81.93,85,27,22.21,MH,1701985004
492,kenora,49.8167,-94.4337,43.77,61,75,9.22,CA,1701984967
493,shahrud,36.4182,54.9763,44.42,47,3,2.66,IR,1701985004
494,arkhara,49.4212,130.0842,-2.24,93,100,4.0,RU,1701985005
495,kailua-kona,19.6406,-155.9956,83.5,69,75,10.36,US,1701984986
496,taoudenni,22.6783,-3.9836,71.65,21,100,10.11,ML,1701985005
497,nar'yan-mar,67.6713,53.087,6.12,96,100,8.01,RU,1701985005
498,semikarakorsk,47.5194,40.8112,33.06,90,100,17.69,RU,1701985005
499,puerto colombia,10.9878,-74.9547,84.29,81,82,21.41,CO,1701985005
500,sandnessjoen,66.0217,12.6316,30.42,80,75,3.44,NO,1701985006
501,alesund,62.4723,6.1549,34.32,71,0,13.8,NO,1701985006
502,kayangel,8.0823,134.7173,82.65,77,52,11.72,PW,1701985006
503,kristiansund,63.1115,7.732,29.05,64,7,6.91,NO,1701985006
504,belmonte,-15.8631,-38.8828,77.22,82,7,8.01,BR,1701985006
505,sur,22.5667,59.5289,71.94,50,0,1.41,OM,1701985006
506,crane,31.3974,-102.3501,74.71,22,2,9.51,US,1701985006
507,urengoy,65.9667,78.3667,-6.3,97,100,12.57,RU,1701985007
508,san jeronimo de juarez,17.1333,-100.4667,84.78,64,94,4.21,MX,1701985007
509,elk city,35.412,-99.4043,71.82,30,0,24.16,US,1701985007
510,mbandaka,0.0487,18.2603,71.91,96,73,1.59,CD,1701985007
511,hue,16.4667,107.6,69.91,94,75,3.44,VN,1701984906
512,autazes,-3.5797,-59.1306,85.82,62,50,1.52,BR,1701985007
513,port lincoln,-34.7333,135.8667,71.67,58,100,15.39,AU,1701985008
514,maracacume,-2.0428,-45.9592,81.01,70,77,5.17,BR,1701985008
515,colby,39.3958,-101.0524,67.08,25,0,18.41,US,1701985008
516,lamar,33.6668,-95.5836,66.97,52,92,17.27,US,1701985008
517,conceicao do mato dentro,-19.0372,-43.425,75.02,59,0,2.13,BR,1701985008
518,ilhabela,-23.7781,-45.3581,78.96,87,79,5.66,BR,1701985009
519,altai,46.3722,96.2583,5.0,65,0,1.48,MN,1701985009
520,la ronge,55.1001,-105.2842,28.65,80,75,6.91,CA,1701985009
521,shibetsu,43.659,145.132,31.5,65,56,19.71,JP,1701985009
522,saint-flour,45.0833,3.0,36.88,85,100,5.86,FR,1701985009
523,megion,61.0296,76.1136,-29.18,88,100,10.67,RU,1701985009
524,bhuj,23.2667,69.6667,64.69,61,0,4.94,IN,1701985009
525,north bend,43.4065,-124.2243,50.16,93,100,3.44,US,1701985010
526,smithers,54.7804,-127.1743,25.12,93,100,5.75,CA,1701984910
527,maceio,-9.6658,-35.7353,80.04,83,20,9.22,BR,1701984880
528,horta,38.5333,-28.6333,64.04,92,75,25.99,PT,1701985010
529,tarawa,1.419,172.984,80.69,83,100,12.66,KI,1701985010
530,iowa park,33.9515,-98.6687,73.11,54,20,24.16,US,1701985010
531,aykhal,66.0,111.5,-17.55,100,99,5.55,RU,1701985010
532,dire,12.2833,-10.9667,76.86,22,19,2.57,ML,1701985011
533,mao,39.8885,4.2658,61.36,77,75,13.8,ES,1701985011
534,chinchilla,-26.75,150.6333,78.89,43,0,13.38,AU,1701985011
535,funafuti,-8.5243,179.1942,86.0,74,75,5.75,TV,1701985011
536,madison,34.7334,-86.5667,58.8,37,0,9.22,US,1701984937
537,sidney,-33.8679,151.2073,81.95,71,0,9.22,AU,1701984971
538,selfoss,63.9331,-20.9971,24.76,61,60,11.27,IS,1701985012
539,hami,42.8,93.45,30.79,58,46,8.3,CN,1701985012
540,dunedin,-45.8742,170.5036,62.8,63,38,5.01,NZ,1701984747
541,hlukhiv,51.6782,33.9162,21.25,92,100,12.53,UA,1701985012
542,box elder,41.5005,-112.8764,40.26,46,36,12.97,US,1701985012
543,nouadhibou,20.931,-17.0347,75.18,43,23,13.8,MR,1701985012
544,kone,-21.0595,164.8658,80.42,50,100,7.45,NC,1701985013
545,lagos,6.5833,3.75,82.72,85,99,4.94,NG,1701985013
546,tostado,-29.232,-61.7692,82.98,46,0,1.01,AR,1701985013
547,dzhetygara,52.1908,61.2006,-11.4,90,7,6.73,KZ,1701985013
548,bir el ater,34.7449,8.0602,46.87,76,0,7.76,DZ,1701985013
549,sao borja,-28.6606,-56.0044,77.95,77,63,12.88,BR,1701985013
550,capitan bado,-23.2667,-55.5333,80.28,75,51,4.36,PY,1701985013
551,pergamino,-33.89,-60.5736,78.19,42,0,11.16,AR,1701985014
552,klaksvik,62.2266,-6.589,43.72,79,100,28.9,FO,1701985014
553,anamur,36.0751,32.8369,59.86,84,100,3.96,TR,1701985014
554,mendi,-6.1761,143.6513,59.09,88,91,1.34,PG,1701985014
555,kamaishi,39.2667,141.8833,43.41,57,19,8.75,JP,1701985014
556,muli,2.9167,73.5667,79.38,87,100,18.23,MV,1701985015
557,toliara,-23.35,43.6667,78.19,64,31,7.81,MG,1701985015
558,maricopa,33.0581,-112.0476,77.95,28,0,4.61,US,1701985015
559,trapani,37.8333,12.6667,51.28,93,75,5.75,IT,1701985015
